"Symbol","Synonym Symbol","Scientific Name with Author","National Common Name","Family"
"ACARO2","","Acarospora A. Massal.","cracked lichen","Acarosporaceae"
"ACER","","Acer L.","maple","Aceraceae"
"ACGL","","Acer glabrum Torr.","Rocky Mountain maple","Aceraceae"
"ACGLD4","","Acer glabrum Torr. var. douglasii (Hook.) Dippel","Douglas maple","Aceraceae"
"ACGLD4","ACDO","Acer douglasii Hook.","","Aceraceae"
"ACGLD4","ACGLD2","Acer glabrum Torr. ssp. douglasii (Hook.) Wesmael","","Aceraceae"
"ACNE2","","Acer negundo L.","boxelder","Aceraceae"
"ACNEN","","Acer negundo L. var. negundo","boxelder","Aceraceae"
"ACNEN","ACNEV2","Acer negundo L. var. variegatum Jacques","","Aceraceae"
"ACNEN","NEAC","Negundo aceroides (L.) Moench","","Aceraceae"
"ACNEN","NENE","Negundo negundo (L.) Karst., nom. inval.","","Aceraceae"
"ACAM","","Acorus americanus (Raf.) Raf.","sweetflag","Acoraceae"
"ACAM","ACCA10","Acorus calamus auct. non L.","","Acoraceae"
"ACAM","ACCAA2","Acorus calamus L. var. americanus (Raf.) H.D. Wulff.","","Acoraceae"
"ACORU","","Acorus L.","sweetflag","Acoraceae"
"ADMO","","Adoxa moschatellina L.","muskroot","Adoxaceae"
"ADOXA","","Adoxa L.","adoxa","Adoxaceae"
"YUCCA","","Yucca L.","yucca","Agavaceae"
"YUGL","","Yucca glauca Nutt.","soapweed yucca","Agavaceae"
"YUGLG2","","Yucca glauca Nutt. var. glauca","soapweed yucca","Agavaceae"
"YUGLG2","YUAN","Yucca angustifolia Pursh","","Agavaceae"
"ALGR","","Alisma gramineum Lej.","narrowleaf water plantain","Alismataceae"
"ALGR","ALGE3","Alisma geyeri Torr.","","Alismataceae"
"ALGR","ALGRA","Alisma gramineum Lej. var. angustissimum (DC.) A.J. Hendricks","","Alismataceae"
"ALGR","ALGRG2","Alisma gramineum Lej. var. geyeri (Torr.) Lam.","","Alismataceae"
"ALGR","ALGRG3","Alisma gramineum Lej. var. graminifolium (Wahlenb.) A.J. Hendricks","","Alismataceae"
"ALGR","ALGRW","Alisma gramineum Lej. var. wahlenbergii auct. non (Holmb.) Raymond & Kucyniak","","Alismataceae"
"ALGR","ALLA5","Alisma lanceolatum A. Gray","","Alismataceae"
"ALISM","","Alisma L.","water plantain","Alismataceae"
"ALTR7","","Alisma triviale Pursh","northern water plantain","Alismataceae"
"ALTR7","ALBR10","Alisma brevipes Greene","","Alismataceae"
"ALTR7","ALPLB","Alisma plantago-aquatica L. ssp. brevipes (Greene) Sam.","","Alismataceae"
"ALTR7","ALPLA","Alisma plantago-aquatica L. var. americanum Schult.","","Alismataceae"
"ALTR7","ALPLB2","Alisma plantago-aquatica L. var. brevipes (Greene) Vict.","","Alismataceae"
"SACU","","Sagittaria cuneata Sheldon","arumleaf arrowhead","Alismataceae"
"SACU","SAAR26","Sagittaria arifolia Nutt. ex J.G. Sm.","","Alismataceae"
"SAGIT","","Sagittaria L.","arrowhead","Alismataceae"
"SALA2","","Sagittaria latifolia Willd.","broadleaf arrowhead","Alismataceae"
"SALA2","SACH15","Sagittaria chinensis Pursh","","Alismataceae"
"SALA2","SAENL3","Sagittaria engelmanniana J.G. Sm. ssp. longirostra (Micheli) Bogin","","Alismataceae"
"SALA2","SAES2","Sagittaria esculenta Howell","","Alismataceae"
"SALA2","SALAO","Sagittaria latifolia Willd. var. obtusa (Muhl. ex Willd.) Wiegand","","Alismataceae"
"SALA2","SALAP","Sagittaria latifolia Willd. var. pubescens (Muhl. ex Nutt.) J.G. Sm.","","Alismataceae"
"SALA2","SALO11","Sagittaria longirostra (Micheli) J.G. Sm.","","Alismataceae"
"SALA2","SAOB4","Sagittaria obtusa Muhl. ex Willd., non Thunb.","","Alismataceae"
"SALA2","SAOR8","Sagittaria ornithorhyncha Small","","Alismataceae"
"SALA2","SAPL5","Sagittaria planipes Fernald","","Alismataceae"
"SALA2","SAPU10","Sagittaria pubescens Muhl. ex Nutt.","","Alismataceae"
"SALA2","SAVAO2","Sagittaria variabilis Engelm. var. obtusa (Muhl. ex Willd.) Engelm.","","Alismataceae"
"SALA2","SAVI12","Sagittaria viscosa C. Mohr","","Alismataceae"
"AMAL","","Amaranthus albus L.","prostrate pigweed","Amaranthaceae"
"AMAL","AMALP3","Amaranthus albus L. var. pubescens (Uline & Bray) Fernald","","Amaranthaceae"
"AMAL","AMGRP","Amaranthus graecizans L. var. pubescens Uline & Bray","","Amaranthaceae"
"AMAL","AMPU","Amaranthus pubescens (Uline & Bray) Rydb.","","Amaranthaceae"
"AMARA","","Amaranthus L.","pigweed","Amaranthaceae"
"AMBL","","Amaranthus blitoides S. Watson","mat amaranth","Amaranthaceae"
"AMBL","AMGR","Amaranthus graecizans auct. non L.","","Amaranthaceae"
"AMCA","","Amaranthus californicus (Moq.) S. Watson","California amaranth","Amaranthaceae"
"AMCA","AMAL4","Amaranthus albomarginatus Uline & Bray","","Amaranthaceae"
"AMCA","AMMI5","Amaranthus microphyllus Shinners","","Amaranthaceae"
"AMPO2","","Amaranthus powellii S. Watson","Powell's amaranth","Amaranthaceae"
"AMPOP","","Amaranthus powellii S. Watson ssp. powellii","Powell's amaranth","Amaranthaceae"
"AMPOP","AMBR4","Amaranthus bracteosus Uline & Bray","","Amaranthaceae"
"AMPOP","AMREP","Amaranthus retroflexus L. var. powellii (S. Watson) B. Boivin","","Amaranthaceae"
"AMPOP","AMVI4","Amaranthus viscidulus Greene","","Amaranthaceae"
"AMRE","","Amaranthus retroflexus L.","redroot amaranth","Amaranthaceae"
"AMRE","AMRES","Amaranthus retroflexus L. var. salicifolius I.M. Johnst.","","Amaranthaceae"
"RHGL","","Rhus glabra L.","smooth sumac","Anacardiaceae"
"RHGL","RHCA15","Rhus calophylla Greene","","Anacardiaceae"
"RHGL","RHGLC2","Rhus glabra L. var. cismontana (Greene) Cockerell","","Anacardiaceae"
"RHGL","RHGLL2","Rhus glabra L. var. laciniata Carrière","","Anacardiaceae"
"RHGL","RHGLO","Rhus glabra L. var. occidentalis Torr.","","Anacardiaceae"
"RHTR","","Rhus trilobata Nutt.","skunkbush sumac","Anacardiaceae"
"RHTRT","","Rhus trilobata Nutt. var. trilobata","skunkbush sumac","Anacardiaceae"
"RHTRT","RHARF2","Rhus aromatica Aiton ssp. flabelliformis (Shinners) R.E. Brooks","","Anacardiaceae"
"RHTRT","RHART","Rhus aromatica Aiton ssp. trilobata (Nutt.) W.A. Weber","","Anacardiaceae"
"RHTRT","RHARF","Rhus aromatica Aiton var. flabelliformis Shinners","","Anacardiaceae"
"RHTRT","RHART2","Rhus aromatica Aiton var. trilobata (Nutt.) A. Gray ex S. Watson","","Anacardiaceae"
"RHTRT","SCTR4","Schmaltzia trilobata (Nutt.) Small","","Anacardiaceae"
"RHUS","","Rhus L.","sumac","Anacardiaceae"
"TORY","","Toxicodendron rydbergii (Small ex Rydb.) Greene","western poison ivy","Anacardiaceae"
"TORY","RHRAR","Rhus radicans L. var. rydbergii (Small ex Rydb.) Rehder","","Anacardiaceae"
"TORY","RHRAV","Rhus radicans L. var. vulgaris (Michx.) DC.","","Anacardiaceae"
"TORY","RHTOV2","Rhus toxicodendron L. var. vulgaris Michx.","","Anacardiaceae"
"TORY","TOCR2","Toxicodendron crenatum Mill., nom. utique rej.","","Anacardiaceae"
"TORY","TODE2","Toxicodendron desertorum Lunell","","Anacardiaceae"
"TORY","TORAR2","Toxicodendron radicans (L.) Kuntze var. rydbergii (Small ex Rydb.) Erskine","","Anacardiaceae"
"TORY","TOVO2","Toxicodendron volubile Mill., nom. utique rej.","","Anacardiaceae"
"TOXIC","","Toxicodendron Mill.","poison oak","Anacardiaceae"
"ANAR3","","Angelica arguta Nutt.","Lyall's angelica","Apiaceae"
"ANAR3","ANLY2","Angelica lyallii S. Watson","","Apiaceae"
"ANDA","","Angelica dawsonii S. Watson","Dawson's angelica","Apiaceae"
"ANETH","","Anethum L.","dill","Apiaceae"
"ANGE2","","Angelica genuflexa Nutt.","kneeling angelica","Apiaceae"
"ANGEL","","Angelica L.","angelica","Apiaceae"
"ANGR2","","Anethum graveolens L.","dill","Apiaceae"
"ANPI2","","Angelica pinnata S. Watson","small-leaf angelica","Apiaceae"
"BUAM2","","Bupleurum americanum J.M. Coult. & Rose","American thorow wax","Apiaceae"
"BUAM2","BUTRA2","Bupleurum triradiatum J.E. Adams ex Hoffm. ssp. arcticum (Regel) Hultén","","Apiaceae"
"BUPLE","","Bupleurum L.","bupleurum","Apiaceae"
"CACA19","","Carum carvi L.","caraway","Apiaceae"
"CACA19","CAVE20","Carum velenovskyi Rohlena","","Apiaceae"
"CARUM","","Carum L.","carum","Apiaceae"
"CIBU","","Cicuta bulbifera L.","bulblet-bearing water hemlock","Apiaceae"
"CICUT","","Cicuta L.","water hemlock","Apiaceae"
"CIMA2","","Cicuta maculata L.","spotted water hemlock","Apiaceae"
"CIMAA","","Cicuta maculata L. var. angustifolia Hook.","spotted water hemlock","Apiaceae"
"CIMAA","CIOC3","Cicuta occidentalis Greene","","Apiaceae"
"CIVI5","","Cicuta virosa L.","Mackenzie's water hemlock","Apiaceae"
"CIVI5","CIMA","Cicuta mackenzieana Raup","","Apiaceae"
"CNCN","","Cnidium cnidiifolium (Turcz.) Schischkin","Jakutsk snowparsley","Apiaceae"
"CNCN","COCN","Conioselinum cnidiifolium (Turcz.) A.E. Porsild","","Apiaceae"
"CNIDI","","Cnidium Cusson ex Juss.","snowparsley","Apiaceae"
"COMA2","","Conium maculatum L.","poison hemlock","Apiaceae"
"CONIU","","Conium L.","poison hemlock","Apiaceae"
"CYAC","","Cymopterus acaulis (Pursh) Raf.","plains springparsley","Apiaceae"
"CYACA","","Cymopterus acaulis (Pursh) Raf. var. acaulis","plains springparsley","Apiaceae"
"CYMOP2","","Cymopterus Raf.","springparsley","Apiaceae"
"ERPL5","","Eryngium planum L.","plains eryngo","Apiaceae"
"ERYNG","","Eryngium L.","eryngo","Apiaceae"
"FOENI","","Foeniculum Mill.","fennel","Apiaceae"
"FOVU","","Foeniculum vulgare Mill.","sweet fennel","Apiaceae"
"FOVU","FOFO","Foeniculum foeniculum (L.) Karst., nom. inval.","","Apiaceae"
"HEMA80","","Heracleum maximum W. Bartram","common cowparsnip","Apiaceae"
"HEMA80","HELA4","Heracleum lanatum Michx.","","Apiaceae"
"HEMA80","HESPM","Heracleum sphondylium L. ssp. montanum (Schleich. ex Gaudin) Briq.","","Apiaceae"
"HEMA80","HESPL","Heracleum sphondylium L. var. lanatum (Michx.) Dorn","","Apiaceae"
"HERAC","","Heracleum L.","cowparsnip","Apiaceae"
"LOCO4","","Lomatium cous (S. Watson) J.M. Coult. & Rose","cous biscuitroot","Apiaceae"
"LOCO4","LOCI4","Lomatium circumdatum (S. Watson) J.M. Coult. & Rose","","Apiaceae"
"LOCO4","LOMO4","Lomatium montanum J.M. Coult. & Rose","","Apiaceae"
"LODI","","Lomatium dissectum (Nutt.) Mathias & Constance","fernleaf biscuitroot","Apiaceae"
"LODIM","","Lomatium dissectum (Nutt.) Mathias & Constance var. multifidum (Nutt.) Mathias & Constance","carrotleaf biscuitroot","Apiaceae"
"LODIM","LEMU5","Leptotaenia multifida Nutt.","","Apiaceae"
"LODIM","LODIE","Lomatium dissectum (Nutt.) Mathias & Constance var. eatonii (J.M. Coult. & Rose) Cronquist","","Apiaceae"
"LOFO","","Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose","desert biscuitroot","Apiaceae"
"LOFOF2","","Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose ssp. foeniculaceum","desert biscuitroot","Apiaceae"
"LOFOF2","COFO5","Cogswellia foeniculacea (Nutt.) J.M. Coult. & Rose","","Apiaceae"
"LOFOF2","COVI12","Cogswellia villosa (Raf.) Schult.","","Apiaceae"
"LOMA3","","Lomatium macrocarpum (Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose","bigseed biscuitroot","Apiaceae"
"LOMA3","COMA12","Cogswellia macrocarpa (Nutt. ex Torr. & A. Gray) M.E. Jones","","Apiaceae"
"LOMA3","FEMA","Ferula macrocarpa Hook. & Arn.","","Apiaceae"
"LOMA3","LOMAA","Lomatium macrocarpum (Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose var. artemisiarum Piper","","Apiaceae"
"LOMA3","LOMAE","Lomatium macrocarpum (Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose var. ellipticum (Torr. & A. Gray) Jeps.","","Apiaceae"
"LOMA3","PEMA14","Peucedanum macrocarpum Nutt. ex Torr. & A. Gray","","Apiaceae"
"LOMAT","","Lomatium Raf.","desertparsley","Apiaceae"
"LOSA3","","Lomatium sandbergii (J.M. Coult. & Rose) J.M. Coult. & Rose","Sandberg's biscuitroot","Apiaceae"
"LOSA3","PESA13","Peucedanum sandbergii J.M. Coult. & Rose","","Apiaceae"
"LOSI2","","Lomatium simplex (Nutt.) J.F. Macbr.","Great Basin desertparsley","Apiaceae"
"LOSIL2","","Lomatium simplex (Nutt.) J.F. Macbr. var. leptophyllum (Hook.) Mathias","slenderleaf lomatium","Apiaceae"
"LOTR2","","Lomatium triternatum (Pursh) J.M. Coult. & Rose","nineleaf biscuitroot","Apiaceae"
"LOTRM","","Lomatium triternatum (Pursh) J.M. Coult. & Rose var. macrocarpum (J.M. Coult. & Rose) Mathias","nineleaf biscuitroot","Apiaceae"
"LOTRM","LOTRA2","Lomatium triternatum (Pursh) J.M. Coult. & Rose var. alatum J.M. Coult. & Rose","","Apiaceae"
"LOTRT","","Lomatium triternatum (Pursh) J.M. Coult. & Rose var. triternatum","nineleaf biscuitroot","Apiaceae"
"MUDI","","Musineon divaricatum (Pursh) Raf.","leafy wildparsley","Apiaceae"
"MUDI","MUDI2","Musineum divaricatum (Pursh) Nutt. ex Torr. & A. Gray, orth. var.","","Apiaceae"
"MUDIH","","Musineon divaricatum (Pursh) Raf. var. hookeri (Torr. & A. Gray) Mathias","Hooker's wildparsley","Apiaceae"
"MUDIH","MUHO","Musineon hookeri (Torr. & A. Gray) Nutt.","","Apiaceae"
"MUDIH","MUTR3","Musineon trachyspermum Nutt.","","Apiaceae"
"MUDIH","MUDIH2","Musineum divaricatum (Pursh) Nutt. ex Torr. & A. Gray var. hookeri Torr. & A. Gray, orth. var.","","Apiaceae"
"MUSIN","","Musineon Raf.","wildparsley","Apiaceae"
"OSBE","","Osmorhiza berteroi DC.","sweetcicely","Apiaceae"
"OSBE","OSBR2","Osmorhiza brevipes (J.M. Coult. & Rose) Suksd.","","Apiaceae"
"OSBE","OSCH","Osmorhiza chilensis Hook. & Arn.","","Apiaceae"
"OSBE","OSDI","Osmorhiza divaricata (Britton) Suksd.","","Apiaceae"
"OSBE","OSNU","Osmorhiza nuda Torr.","","Apiaceae"
"OSBE","WADI","Washingtonia divaricata Britton","","Apiaceae"
"OSDE","","Osmorhiza depauperata Phil.","bluntseed sweetroot","Apiaceae"
"OSDE","OSCHC","Osmorhiza chilensis Hook. & Arn. var. cupressimontana (B. Boivin) B. Boivin","","Apiaceae"
"OSDE","OSOB2","Osmorhiza obtusa (J.M. Coult. & Rose) Fernald","","Apiaceae"
"OSDE","WAOB","Washingtonia obtusa J.M. Coult. & Rose","","Apiaceae"
"OSLO","","Osmorhiza longistylis (Torr.) DC.","longstyle sweetroot","Apiaceae"
"OSLO","OSARL","Osmorhiza aristata (Thunb.) Makino & Yabe var. longistylis (Torr.) B. Boivin","","Apiaceae"
"OSLO","OSLOB","Osmorhiza longistylis (Torr.) DC. var. brachycoma S.F. Blake","","Apiaceae"
"OSLO","OSLOI","Osmorhiza longistylis (Torr.) DC. var. imbarbata Salamun","","Apiaceae"
"OSLO","OSLOV","Osmorhiza longistylis (Torr.) DC. var. villicaulis Fernald","","Apiaceae"
"OSLO","WALO2","Washingtonia longistylis (Torr.) Britton","","Apiaceae"
"OSMOR","","Osmorhiza Raf.","sweetroot","Apiaceae"
"OSOC","","Osmorhiza occidentalis (Nutt. ex Torr. & A. Gray) Torr.","western sweetroot","Apiaceae"
"OSOC","GLOC2","Glycosma occidentalis Nutt. ex Torr. & A. Gray","","Apiaceae"
"OSOC","OSAM2","Osmorhiza ambigua (A. Gray) J.M. Coult. & Rose","","Apiaceae"
"OSPU","","Osmorhiza purpurea (J.M. Coult. & Rose) Suksd.","purple sweetroot","Apiaceae"
"OSPU","OSCHP","Osmorhiza chilensis Hook. & Arn. var. purpurea (J.M. Coult. & Rose) B. Boivin","","Apiaceae"
"OSPU","OSLE","Osmorhiza leibergii (J.M. Coult. & Rose) Blankinship","","Apiaceae"
"OSPU","WAPU","Washingtonia purpurea J.M. Coult. & Rose","","Apiaceae"
"PASA2","","Pastinaca sativa L.","wild parsnip","Apiaceae"
"PASA2","PASAP","Pastinaca sativa L. var. pratensis Pers.","","Apiaceae"
"PASTI","","Pastinaca L.","parsnip","Apiaceae"
"PEGA3","","Perideridia gairdneri (Hook. & Arn.) Mathias","Gardner's yampah","Apiaceae"
"PEGAB","","Perideridia gairdneri (Hook. & Arn.) Mathias ssp. borealis T.I. Chuang & Constance","common yampah","Apiaceae"
"PEGAB","ATMO","Atenia montana (Blank.) Rydb.","","Apiaceae"
"PEGAB","CAMO21","Carum montanum Blank.","","Apiaceae"
"PEGAB","PEMO7","Perideridia montana (Blank.) Dorn","","Apiaceae"
"PERID","","Perideridia Rchb.","yampah","Apiaceae"
"SAMA2","","Sanicula marilandica L.","Maryland sanicle","Apiaceae"
"SAMA2","SAMAP","Sanicula marilandica L. var. petiolulata Fernald","","Apiaceae"
"SANIC","","Sanicula L.","sanicle","Apiaceae"
"SISU2","","Sium suave Walter","hemlock waterparsnip","Apiaceae"
"SISU2","SICI2","Sium cicutifolium Schrank","","Apiaceae"
"SISU2","SIFL","Sium floridanum Small","","Apiaceae"
"SISU2","SISUF","Sium suave Walter var. floridanum (Small) C.F. Reed","","Apiaceae"
"SIUM","","Sium L.","waterparsnip","Apiaceae"
"ZIAP","","Zizia aptera (A. Gray) Fernald","meadow zizia","Apiaceae"
"ZIAP","ZIAPO","Zizia aptera (A. Gray) Fernald var. occidentalis Fernald","","Apiaceae"
"ZIAP","ZICO","Zizia cordata W.D.J. Koch ex DC.","","Apiaceae"
"ZIZIA","","Zizia W.D.J. Koch","zizia","Apiaceae"
"APAN2","","Apocynum androsaemifolium L.","spreading dogbane","Apocynaceae"
"APAN2","APAM2","Apocynum ambigens Greene","","Apocynaceae"
"APAN2","APANP","Apocynum androsaemifolium L. ssp. pumilum (A. Gray) B. Boivin","","Apocynaceae"
"APAN2","APANG2","Apocynum androsaemifolium L. var. glabrum Macoun","","Apocynaceae"
"APAN2","APANG4","Apocynum androsaemifolium L. var. griseum (Greene) Bég. & Beloserky","","Apocynaceae"
"APAN2","APANI3","Apocynum androsaemifolium L. var. incanum A. DC.","","Apocynaceae"
"APAN2","APANI2","Apocynum androsaemifolium L. var. intermedium Woodson","","Apocynaceae"
"APAN2","APANP3","Apocynum androsaemifolium L. var. pumilum A. Gray","","Apocynaceae"
"APAN2","APANT2","Apocynum androsaemifolium L. var. tomentellum (Greene) B. Boivin","","Apocynaceae"
"APAN2","APANW2","Apocynum androsaemifolium L. var. woodsonii B. Boivin","","Apocynaceae"
"APAN2","APPU","Apocynum pumilum (A. Gray) Greene","","Apocynaceae"
"APAN2","APPUR","Apocynum pumilum (A. Gray) Greene var. rhomboideum (Greene) Bég. & Beloserky","","Apocynaceae"
"APAN2","APSC","Apocynum scopulorum Greene ex Rydb.","","Apocynaceae"
"APCA","","Apocynum cannabinum L.","Indianhemp","Apocynaceae"
"APCA","APCAA","Apocynum cannabinum L. var. angustifolium (Wooton) N.H. Holmgren","","Apocynaceae"
"APCA","APCAG","Apocynum cannabinum L. var. glaberrimum A. DC.","","Apocynaceae"
"APCA","APCAG2","Apocynum cannabinum L. var. greeneanum (Bég. & Beloserky) Woodson","","Apocynaceae"
"APCA","APCAH","Apocynum cannabinum L. var. hypericifolium (Aiton) A. Gray","","Apocynaceae"
"APCA","APCAN","Apocynum cannabinum L. var. nemorale (G.S. Mill.) Fernald","","Apocynaceae"
"APCA","APCAP2","Apocynum cannabinum L. var. pubescens (Mitchell ex R. Br.) Woodson","","Apocynaceae"
"APCA","APCAS","Apocynum cannabinum L. var. suksdorfii (Greene) Bég. & Beloserky","","Apocynaceae"
"APCA","APHY2","Apocynum hypericifolium Aiton","","Apocynaceae"
"APCA","APPU2","Apocynum pubescens Mitchell ex R. Br.","","Apocynaceae"
"APCA","APSI","Apocynum sibiricum Jacq.","","Apocynaceae"
"APCA","APSIC","Apocynum sibiricum Jacq. var. cordigerum (Greene) Fernald","","Apocynaceae"
"APCA","APSIF","Apocynum sibiricum Jacq. var. farwellii (Greene) Fernald","","Apocynaceae"
"APCA","APSIS","Apocynum sibiricum Jacq. var. salignum (Greene) Fernald","","Apocynaceae"
"APCA","APSU","Apocynum suksdorfii Greene","","Apocynaceae"
"APCA","APSUA2","Apocynum suksdorfii Greene var. angustifolium (Wooton) Woodson","","Apocynaceae"
"APFL","","Apocynum ×floribundum Greene (pro sp.) [androsaemifolium × cannabinum]","","Apocynaceae"
"APFL","APJO","Apocynum jonesii Woodson","","Apocynaceae"
"APFL","APME","Apocynum medium Greene","","Apocynaceae"
"APFL","APMEF","Apocynum medium Greene var. floribundum (Greene) Woodson","","Apocynaceae"
"APFL","APMEL2","Apocynum medium Greene var. leuconeuron (Greene) Woodson","","Apocynaceae"
"APFL","APMEL","Apocynum medium Greene var. lividum (Greene) Woodson","","Apocynaceae"
"APFL","APMES","Apocynum medium Greene var. sarniense (Greene) Woodson","","Apocynaceae"
"APFL","APMEV","Apocynum medium Greene var. vestitum (Greene) Woodson","","Apocynaceae"
"APFL","APMI2","Apocynum milleri Britton","","Apocynaceae"
"APOCY","","Apocynum L.","dogbane","Apocynaceae"
"CALLA","","Calla L.","callalily","Araceae"
"CAPA","","Calla palustris L.","water arum","Araceae"
"ARALI","","Aralia L.","spikenard","Araliaceae"
"ARNU2","","Aralia nudicaulis L.","wild sarsaparilla","Araliaceae"
"OPHO","","Oplopanax horridus (Sm.) Miq.","devilsclub","Araliaceae"
"OPHO","ECHO2","Echinopanax horridus (Sm.) Decne. & Planch. ex Harms","","Araliaceae"
"OPHO","FAHO2","Fatsia horrida (Sm.) Benth. & Hook. f. ex W.H. Brewer & S. Watson","","Araliaceae"
"OPLOP","","Oplopanax (Torr. & A. Gray) Miq.","oplopanax","Araliaceae"
"ASCLE","","Asclepias L.","milkweed","Asclepiadaceae"
"ASOV","","Asclepias ovalifolia Decne.","oval-leaf milkweed","Asclepiadaceae"
"ASSP","","Asclepias speciosa Torr.","showy milkweed","Asclepiadaceae"
"ASSP","ASGI6","Asclepias giffordii Eastw.","","Asclepiadaceae"
"ASVI","","Asclepias viridiflora Raf.","green comet milkweed","Asclepiadaceae"
"ASVI","ACVI4","Acerates viridiflora (Raf.) Pursh ex Eaton","","Asclepiadaceae"
"ASVI","ACVII","Acerates viridiflora (Raf.) Pursh ex Eaton var. ivesii Britton","","Asclepiadaceae"
"ASVI","ACVIL","Acerates viridiflora (Raf.) Pursh ex Eaton var. linearis A. Gray","","Asclepiadaceae"
"ASVI","ASVIL","Asclepias viridiflora Raf. var. lanceolata Torr.","","Asclepiadaceae"
"ASVI","ASVIL2","Asclepias viridiflora Raf. var. linearis (A. Gray) Fernald","","Asclepiadaceae"
"ASPLE","","Asplenium L.","spleenwort","Aspleniaceae"
"ASTR10","","Asplenium trichomanes-ramosum L.","brightgreen spleenwort","Aspleniaceae"
"ASTR10","ASVI10","Asplenium viride Huds.","","Aspleniaceae"
"ASTR2","","Asplenium trichomanes L.","maidenhair spleenwort","Aspleniaceae"
"ASTRT","","Asplenium trichomanes L. ssp. trichomanes","maidenhair spleenwort","Aspleniaceae"
"ACAL17","","Achillea alpina L.","Chinese yarrow","Asteraceae"
"ACHIL","","Achillea L.","yarrow","Asteraceae"
"ACMI2","","Achillea millefolium L.","common yarrow","Asteraceae"
"ACMIB","","Achillea millefolium L. var. borealis (Bong.) Farw.","boreal yarrow","Asteraceae"
"ACMIB","ACBO","Achillea borealis Bong.","","Asteraceae"
"ACMIB","ACBOT","Achillea borealis Bong. ssp. typica D.D. Keck","","Asteraceae"
"ACMIB","ACMIA3","Achillea millefolium L. ssp. atrotegula B. Boivin","","Asteraceae"
"ACMIB","ACMIB2","Achillea millefolium L. ssp. borealis (Bong.) Breitung","","Asteraceae"
"ACMIB","ACMIF2","Achillea millefolium L. var. fulva B. Boivin","","Asteraceae"
"ACMIB","ACMIP3","Achillea millefolium L. var. parviligula B. Boivin","","Asteraceae"
"ACMIB","ACMIP4","Achillea millefolium L. var. parvula B. Boivin","","Asteraceae"
"ACMIM2","","Achillea millefolium L. var. millefolium","common yarrow","Asteraceae"
"ACMIM2","ACMA14","Achillea magna auct.","","Asteraceae"
"ACMIN","","Achillea millefolium L. var. nigrescens E. Mey.","common yarrow","Asteraceae"
"ACMIN","ACNI4","Achillea nigrescens (E. Mey.) Rydb.","","Asteraceae"
"ACMIO","","Achillea millefolium L. var. occidentalis DC.","western yarrow","Asteraceae"
"ACMIO","ACAN7","Achillea angustissima Rydb.","","Asteraceae"
"ACMIO","ACAS2","Achillea aspleniifolia auct. non Vent.","","Asteraceae"
"ACMIO","ACER2","Achillea eradiata Piper","","Asteraceae"
"ACMIO","ACGR5","Achillea gracilis Raf.","","Asteraceae"
"ACMIO","ACLA5","Achillea lanulosa Nutt.","","Asteraceae"
"ACMIO","ACLAT","Achillea lanulosa Nutt. ssp. typica D.D. Keck","","Asteraceae"
"ACMIO","ACLAA3","Achillea lanulosa Nutt. var. arachnoidea Lunell","","Asteraceae"
"ACMIO","ACLAE","Achillea lanulosa Nutt. var. eradiata (Piper) M. Peck","","Asteraceae"
"ACMIO","ACLA3","Achillea laxiflora Pollard & Cockerell","","Asteraceae"
"ACMIO","ACMIL","Achillea millefolium L. ssp. lanulosa (Nutt.) Piper","","Asteraceae"
"ACMIO","ACMIO2","Achillea millefolium L. ssp. occidentalis (DC.) Hyl.","","Asteraceae"
"ACMIO","ACMIP5","Achillea millefolium L. ssp. pallidotegula B. Boivin","","Asteraceae"
"ACMIO","ACMIA4","Achillea millefolium L. var. aspleniifolia (Vent.) Farw.","","Asteraceae"
"ACMIO","ACMIG2","Achillea millefolium L. var. gracilis (Raf.) Raf. ex DC.","","Asteraceae"
"ACMIO","ACMIL3","Achillea millefolium L. var. lanulosa (Nutt.) Piper","","Asteraceae"
"ACMIO","ACMIR","Achillea millefolium L. var. rosea (Desf.) Torr. & A. Gray","","Asteraceae"
"ACMIO","ACMIR2","Achillea millefolium L. var. russeolata B. Boivin","","Asteraceae"
"ACMIO","ACOC","Achillea occidentalis (DC.) Raf. ex Rydb.","","Asteraceae"
"ACMIO","ACRO4","Achillea rosea Desf.","","Asteraceae"
"ACMIO","ACTO3","Achillea tomentosa Pursh, non L.","","Asteraceae"
"ACPT","","Achillea ptarmica L.","sneezeweed","Asteraceae"
"ACRE3","","Acroptilon repens (L.) DC.","hardheads","Asteraceae"
"ACRE3","CEPI3","Centaurea picris Pall. ex Willd.","","Asteraceae"
"ACRE3","CERE6","Centaurea repens L.","","Asteraceae"
"ACROP","","Acroptilon Cass.","hardheads","Asteraceae"
"ADBI","","Adenocaulon bicolor Hook.","American trailplant","Asteraceae"
"ADENO","","Adenocaulon Hook.","trailplant","Asteraceae"
"AGAU2","","Agoseris aurantiaca (Hook.) Greene","orange agoseris","Asteraceae"
"AGAUA","","Agoseris aurantiaca (Hook.) Greene var. aurantiaca","orange agoseris","Asteraceae"
"AGAUA","AGGR7","Agoseris graminifolia Greene","","Asteraceae"
